"","id","owner","datetaken","ownername","latitude","longitude","url_c","Clusters_0.0005_5","GND_N","PROVINCE_N","DISTRICT_N","date","time"
"122428",21573623352,"82727030@N00","2015-09-21 11:17:25","edmundyeo",9.6679,80.0179,"https://live.staticflickr.com/762/21573623352_ed5b126524_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-09-21","11:17:25"
"122429",20939724074,"82727030@N00","2015-09-20 17:47:36","edmundyeo",9.6621,80.0083,"https://live.staticflickr.com/5654/20939724074_d4a29b0821_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-09-20","17:47:36"
"122430",20939617243,"82727030@N00","2015-09-20 16:13:10","edmundyeo",9.6619,80.0123,"https://live.staticflickr.com/5666/20939617243_420f5240c2_c.jpg",7,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-09-20","16:13:10"
"124096",8190000227,"88385629@N02","2012-11-16 14:42:27","RainbowLorikeet",9.6007,79.7697,"https://live.staticflickr.com/8477/8190000227_fd383f663d_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2012-11-16","14:42:27"
"124097",8191079284,"88385629@N02","2012-11-16 14:40:26","RainbowLorikeet",9.5994,79.7697,"https://live.staticflickr.com/8203/8191079284_89bf8da594_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2012-11-16","14:40:26"
"124098",8189991039,"88385629@N02","2012-11-16 14:35:22","RainbowLorikeet",9.6021,79.7724,"https://live.staticflickr.com/8345/8189991039_2c02363881_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2012-11-16","14:35:22"
"124626",44676469780,"91684350@N05","2018-12-27 13:57:44","kannan2702",9.6737,80.0284,"https://live.staticflickr.com/7836/44676469780_d5302e298a_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-12-27","13:57:44"
"124627",32620652918,"91684350@N05","2018-12-27 13:56:53","kannan2702",9.6737,80.0285,"https://live.staticflickr.com/7906/32620652918_cbb8d24f5a_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-12-27","13:56:53"
"124652",29598235876,"91684350@N05","2016-09-12 17:59:10","kannan2702",9.8351,80.216,"https://live.staticflickr.com/8116/29598235876_18b7429f12_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2016-09-12","17:59:10"
"124653",29633317365,"91684350@N05","2016-09-12 17:58:47","kannan2702",9.8352,80.216,"https://live.staticflickr.com/8274/29633317365_be1221dbdf_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2016-09-12","17:58:47"
"124668",29598571696,"91684350@N05","2016-09-12 17:54:11","kannan2702",9.8349,80.216,"https://live.staticflickr.com/8242/29598571696_456a139989_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2016-09-12","17:54:11"
"124670",29633730915,"91684350@N05","2016-09-12 17:53:48","kannan2702",9.8347,80.2163,"https://live.staticflickr.com/8418/29633730915_f7b21034c3_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2016-09-12","17:53:48"
"124678",20802775140,"91684350@N05","2015-08-29 18:20:39","kannan2702",9.8137,80.2169,"https://live.staticflickr.com/673/20802775140_2729773b6c_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-08-29","18:20:39"
"124679",17361931165,"91684350@N05","2015-05-01 18:08:34","kannan2702",9.7798,80.1308,"https://live.staticflickr.com/8899/17361931165_59156b9100_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-05-01","18:08:34"
"124680",17174391180,"91684350@N05","2015-05-01 18:08:34","kannan2702",9.7799,80.1309,"https://live.staticflickr.com/7707/17174391180_d7f5f14df2_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-05-01","18:08:34"
"124681",16739411034,"91684350@N05","2015-05-01 18:08:16","kannan2702",9.778,80.1301,"https://live.staticflickr.com/8888/16739411034_c3921528eb_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-05-01","18:08:16"
"124682",17361938285,"91684350@N05","2015-05-01 18:08:15","kannan2702",9.7779,80.13,"https://live.staticflickr.com/8845/17361938285_4ed5d7f314_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-05-01","18:08:15"
"124683",16739417934,"91684350@N05","2015-05-01 18:08:14","kannan2702",9.7777,80.1299,"https://live.staticflickr.com/8794/16739417934_a7bb6d3006_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-05-01","18:08:14"
"124723",17261808605,"91684350@N05","2015-03-15 15:31:47","kannan2702",9.7813,80.1324,"https://live.staticflickr.com/8713/17261808605_5b1f4808a5_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-15","15:31:47"
"124725",17261238571,"91684350@N05","2015-03-15 15:31:38","kannan2702",9.7814,80.1324,"https://live.staticflickr.com/7683/17261238571_374328eeeb_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-15","15:31:38"
"124728",17237268296,"91684350@N05","2015-03-15 15:31:24","kannan2702",9.7812,80.1324,"https://live.staticflickr.com/8722/17237268296_7736f2f9b0_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-15","15:31:24"
"124729",17075728290,"91684350@N05","2015-03-15 15:31:21","kannan2702",9.6721,80.029,"https://live.staticflickr.com/7584/17075728290_8deb376ef6_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-15","15:31:21"
"124730",16820072162,"91684350@N05","2015-03-13 18:31:43","kannan2702",9.7855,80.1379,"https://live.staticflickr.com/7612/16820072162_1df4b58dd3_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-13","18:31:43"
"124736",16820633031,"91684350@N05","2015-03-12 09:48:53","kannan2702",9.6658,80.0066,"https://live.staticflickr.com/8689/16820633031_f978ebb1d4_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-12","09:48:53"
"124737",16633999888,"91684350@N05","2015-03-12 09:48:29","kannan2702",9.6658,80.0065,"https://live.staticflickr.com/7627/16633999888_8abc9d7ef2_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-12","09:48:29"
"124738",16211531314,"91684350@N05","2015-03-12 09:46:51","kannan2702",9.666,80.0066,"https://live.staticflickr.com/7637/16211531314_a9dd40e710_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-12","09:46:51"
"124739",16647746329,"91684350@N05","2015-03-12 09:46:39","kannan2702",9.6659,80.0066,"https://live.staticflickr.com/8700/16647746329_1144329074_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-12","09:46:39"
"124740",17271354912,"91684350@N05","2015-03-12 09:46:30","kannan2702",9.6663,80.006,"https://live.staticflickr.com/7726/17271354912_f25649dd9e_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-12","09:46:30"
"124745",17263271345,"91684350@N05","2015-01-12 17:48:55","kannan2702",9.8283,80.2354,"https://live.staticflickr.com/7675/17263271345_a37a259231_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-01-12","17:48:55"
"124747",16871098047,"91684350@N05","2015-01-12 17:48:53","kannan2702",9.8086,80.2026,"https://live.staticflickr.com/7684/16871098047_1b9ddbb815_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-01-12","17:48:53"
"125328",16142347452,"93313685@N02","2014-12-30 07:41:14","Sameera Thilakasiri Lifestyle",9.8144,80.0132,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-12-30","07:41:14"
"125329",15957324527,"93313685@N02","2014-12-30 07:38:56","Sameera Thilakasiri Lifestyle",9.7465,80.0067,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-12-30","07:38:56"
"125332",15924473280,"93313685@N02","2014-12-26 21:48:41","Sameera Thilakasiri Lifestyle",9.619,79.775,NA,9,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-12-26","21:48:41"
"125333",15925989647,"93313685@N02","2014-12-26 21:45:25","Sameera Thilakasiri Lifestyle",9.6619,80.0123,NA,7,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-12-26","21:45:25"
"125334",16111714975,"93313685@N02","2014-12-26 21:43:30","Sameera Thilakasiri Lifestyle",9.6647,80.0086,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-12-26","21:43:30"
"125335",15917175207,"93313685@N02","2014-12-25 20:28:39","Sameera Thilakasiri Lifestyle",9.6603,80.0035,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-12-25","20:28:39"
"125336",15917128437,"93313685@N02","2014-12-25 20:22:03","Sameera Thilakasiri Lifestyle",9.6679,80.0178,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-12-25","20:22:03"
